2025-01-17 16:04:57,777 Load: ./mats/VGON_nqd7_L3_20250117_122410.mat, 1000/1000
2025-01-17 16:04:57,777 PyTorch Device: cuda
2025-01-17 16:04:57,778 Number of layers: 3
2025-01-17 16:04:57,778 Number of qudits: 7
2025-01-17 16:04:57,778 Number of qubits: 14
2025-01-17 16:04:57,778 Coefficient phase: 0.49π
2025-01-17 16:04:58,141 Ground State Energy: 5.8611
2025-01-17 16:17:37,317 Energy: -8.79749698, -8.79955326, -8.80065910, Gap: 5.2113e-02, 144/144, 18/100, 114.37
2025-01-17 16:17:43,821 Energy: -8.79844923, -8.79938263, -8.80016343, Gap: 5.2283e-02, 152/152, 19/100, 120.87
2025-01-17 16:17:50,101 Energy: -8.79886216, -8.79976679, -8.80036932, Gap: 5.1899e-02, 160/160, 20/100, 127.15
2025-01-17 16:17:56,402 Energy: -8.79861189, -8.79951482, -8.80059336, Gap: 5.2151e-02, 168/168, 21/100, 133.45
2025-01-17 16:18:02,886 Energy: -8.79822461, -8.79955508, -8.80048988, Gap: 5.2111e-02, 176/176, 22/100, 139.93
2025-01-17 16:18:09,322 Energy: -8.79817924, -8.79974198, -8.80044042, Gap: 5.1924e-02, 184/184, 23/100, 146.37
2025-01-17 16:18:15,837 Energy: -8.79849168, -8.79953344, -8.80035534, Gap: 5.2132e-02, 192/192, 24/100, 152.89
2025-01-17 16:18:22,365 Energy: -8.79736672, -8.79911113, -8.80069150, Gap: 5.2555e-02, 200/200, 25/100, 159.41
2025-01-17 16:18:29,027 Energy: -8.79817822, -8.79958521, -8.80037773, Gap: 5.2081e-02, 208/208, 26/100, 166.08
2025-01-17 16:18:35,682 Energy: -8.79720167, -8.79962769, -8.80064368, Gap: 5.2038e-02, 216/216, 27/100, 172.73
2025-01-17 16:18:42,514 Energy: -8.79857586, -8.79955962, -8.80047850, Gap: 5.2106e-02, 224/224, 28/100, 179.56
2025-01-17 16:18:49,068 Energy: -8.79940174, -8.79977615, -8.80061744, Gap: 5.1890e-02, 232/232, 29/100, 186.12
